LOCATION CODE|COUNTY|AREA NAME|REGION|SCHOOL YEARS|NO. OVERWEIGHT|PCT OVERWEIGHT|NO. OBESE|PCT OBESE|NO. OVERWEIGHT OR OBESE|PCT OVERWEIGHT OR OBESE|GRADE LEVEL|AREA TYPE|STREET ADDRESS|CITY|STATE|ZIP CODE|Location 1
580305|SUFFOLK|SAG HARBOR UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|43.0|13.4%|32.0|9.9%|75.0|23.3%|DISTRICT TOTAL|SCHOOL DISTRICT|200 JERMAIN AVE|SAG HARBOR|NY|11963.0|(40.9954, -72.2898)
580305|SUFFOLK|SAG HARBOR UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|29.0|14.9%|20.0|10.3%|49.0|25.1%|ELEMENTARY|SCHOOL DISTRICT|200 JERMAIN AVE|SAG HARBOR|NY|11963.0|(40.9954, -72.2898)
580305|SUFFOLK|SAG HARBOR UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|14.0|11.4%|15.0|12.2%|29.0|23.6%|MIDDLE/HIGH|SCHOOL DISTRICT|200 JERMAIN AVE|SAG HARBOR|NY|11963.0|(40.9954, -72.2898)
580306|SUFFOLK|MONTAUK UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|31.0|17.8%|37.0|21.3%|68.0|39.1%|DISTRICT TOTAL|SCHOOL DISTRICT|50 S DORSET DR|MONTAUK|NY|11954.0|(41.0359, -71.9593)
580306|SUFFOLK|MONTAUK UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|29.0|19.5%|32.0|21.5%|61.0|40.9%|ELEMENTARY|SCHOOL DISTRICT|50 S DORSET DR|MONTAUK|NY|11954.0|(41.0359, -71.9593)
580306|SUFFOLK|MONTAUK UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|||||||MIDDLE/HIGH|SCHOOL DISTRICT|50 S DORSET DR|MONTAUK|NY|11954.0|(41.0359, -71.9593)
580401|SUFFOLK|ELWOOD UNION FREE SCH|NASSAU-SUFFOLK|2010-2012|137.0|15.5%|143.0|16.1%|280.0|31.6%|DISTRICT TOTAL|SCHOOL DISTRICT|100 KENNETH AVE|GREENLAWN|NY|11740.0|(40.8573, -73.3404)
580401|SUFFOLK|ELWOOD UNION FREE SCH|NASSAU-SUFFOLK|2010-2012|73.0|15.3%|58.0|12.1%|131.0|27.4%|ELEMENTARY|SCHOOL DISTRICT|100 KENNETH AVE|GREENLAWN|NY|11740.0|(40.8573, -73.3404)
580401|SUFFOLK|ELWOOD UNION FREE SCH|NASSAU-SUFFOLK|2010-2012|64.0|15.8%|85.0|20.9%|149.0|36.7%|MIDDLE/HIGH|SCHOOL DISTRICT|100 KENNETH AVE|GREENLAWN|NY|11740.0|(40.8573, -73.3404)
580402|SUFFOLK|COLD SPRING HARBOR CENTRAL SCH|NASSAU-SUFFOLK|2010-2012|93.0|12.7%|49.0|6.7%|142.0|19.5%|DISTRICT TOTAL|SCHOOL DISTRICT|75 GOOSE HILL RD|COLD SPRING HARBOR|NY|11724.0|(40.8802, -73.4509)
580402|SUFFOLK|COLD SPRING HARBOR CENTRAL SCH|NASSAU-SUFFOLK|2010-2012|51.0|12.4%|35.0|8.5%|86.0|20.9%|ELEMENTARY|SCHOOL DISTRICT|75 GOOSE HILL RD|COLD SPRING HARBOR|NY|11724.0|(40.8802, -73.4509)
580402|SUFFOLK|COLD SPRING HARBOR CENTRAL SCH|NASSAU-SUFFOLK|2010-2012|42.0|13.3%|12.0|3.8%|54.0|17.1%|MIDDLE/HIGH|SCHOOL DISTRICT|75 GOOSE HILL RD|COLD SPRING HARBOR|NY|11724.0|(40.8802, -73.4509)
580403|SUFFOLK|HUNTINGTON UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|188.0|15.3%|225.0|18.3%|413.0|33.6%|DISTRICT TOTAL|SCHOOL DISTRICT|50 TOWER ST|HUNTINGTON STATION|NY|11746.0|(40.8558, -73.4169)
580403|SUFFOLK|HUNTINGTON UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|88.0|12.1%|154.0|21.2%|242.0|33.2%|ELEMENTARY|SCHOOL DISTRICT|50 TOWER ST|HUNTINGTON STATION|NY|11746.0|(40.8558, -73.4169)
580403|SUFFOLK|HUNTINGTON UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|100.0|20.2%|71.0|14.4%|171.0|34.6%|MIDDLE/HIGH|SCHOOL DISTRICT|50 TOWER ST|HUNTINGTON STATION|NY|11746.0|(40.8558, -73.4169)
580404|SUFFOLK|NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT|NASSAU-SUFFOLK|2010-2012|245.0|13.3%|204.0|11.1%|449.0|24.4%|DISTRICT TOTAL|SCHOOL DISTRICT|158 LAUREL AVE|NORTHPORT|NY|11768.0|(40.8961, -73.3373)
580404|SUFFOLK|NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT|NASSAU-SUFFOLK|2010-2012|137.0|13%|123.0|11.7%|260.0|24.6%|ELEMENTARY|SCHOOL DISTRICT|158 LAUREL AVE|NORTHPORT|NY|11768.0|(40.8961, -73.3373)
580404|SUFFOLK|NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT|NASSAU-SUFFOLK|2010-2012|108.0|13.9%|81.0|10.4%|189.0|24.3%|MIDDLE/HIGH|SCHOOL DISTRICT|158 LAUREL AVE|NORTHPORT|NY|11768.0|(40.8961, -73.3373)
580405|SUFFOLK|HALF HOLLOW HILLS CENTRAL SCH|NASSAU-SUFFOLK|2010-2012|412.0|14.7%|256.0|9.1%|668.0|23.8%|DISTRICT TOTAL|SCHOOL DISTRICT|525 HALF HOLLOW RD|DIX HILLS|NY|11746.0|(40.795, -73.3548)
580405|SUFFOLK|HALF HOLLOW HILLS CENTRAL SCH|NASSAU-SUFFOLK|2010-2012|212.0|13%|109.0|6.7%|321.0|19.7%|ELEMENTARY|SCHOOL DISTRICT|525 HALF HOLLOW RD|DIX HILLS|NY|11746.0|(40.795, -73.3548)
580405|SUFFOLK|HALF HOLLOW HILLS CENTRAL SCH|NASSAU-SUFFOLK|2010-2012|200.0|17%|147.0|12.5%|347.0|29.5%|MIDDLE/HIGH|SCHOOL DISTRICT|525 HALF HOLLOW RD|DIX HILLS|NY|11746.0|(40.795, -73.3548)
580406|SUFFOLK|HARBORFIELDS CENTRAL SCHOOL|NASSAU-SUFFOLK|2010-2012|167.0|16.5%|92.0|9.1%|259.0|25.6%|DISTRICT TOTAL|SCHOOL DISTRICT|2 OLDFIELD RD|GREENLAWN|NY|11740.0|(40.8724, -73.3799)
580406|SUFFOLK|HARBORFIELDS CENTRAL SCHOOL|NASSAU-SUFFOLK|2010-2012|111.0|17.1%|63.0|9.7%|174.0|26.7%|ELEMENTARY|SCHOOL DISTRICT|2 OLDFIELD RD|GREENLAWN|NY|11740.0|(40.8724, -73.3799)
580406|SUFFOLK|HARBORFIELDS CENTRAL SCHOOL|NASSAU-SUFFOLK|2010-2012|56.0|17.8%|29.0|9.2%|85.0|27.1%|MIDDLE/HIGH|SCHOOL DISTRICT|2 OLDFIELD RD|GREENLAWN|NY|11740.0|(40.8724, -73.3799)
580410|SUFFOLK|COMMACK UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|464.0|15.9%|329.0|11.3%|793.0|27.2%|DISTRICT TOTAL|SCHOOL DISTRICT|480 CLAY PITTS RD|EAST NORTHPORT|NY|11731.0|(40.8688, -73.293)
580410|SUFFOLK|COMMACK UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|260.0|14.8%|225.0|12.8%|485.0|27.7%|ELEMENTARY|SCHOOL DISTRICT|480 CLAY PITTS RD|EAST NORTHPORT|NY|11731.0|(40.8688, -73.293)
580410|SUFFOLK|COMMACK UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|204.0|16.7%|162.0|13.2%|366.0|29.9%|MIDDLE/HIGH|SCHOOL DISTRICT|480 CLAY PITTS RD|EAST NORTHPORT|NY|11731.0|(40.8688, -73.293)
580413|SUFFOLK|SO. HUNTINGTON SCHOOL DISTRICT|NASSAU-SUFFOLK|2010-2012|228.0|15.9%|243.0|17%|471.0|32.9%|DISTRICT TOTAL|SCHOOL DISTRICT|60 WESTON ST|HUNTINGTON STATION|NY|11746.0|(40.8222, -73.4132)
580413|SUFFOLK|SO. HUNTINGTON SCHOOL DISTRICT|NASSAU-SUFFOLK|2010-2012|137.0|15.6%|152.0|17.3%|289.0|33%|ELEMENTARY|SCHOOL DISTRICT|60 WESTON ST|HUNTINGTON STATION|NY|11746.0|(40.8222, -73.4132)
580413|SUFFOLK|SO. HUNTINGTON SCHOOL DISTRICT|NASSAU-SUFFOLK|2010-2012|91.0|16.5%|91.0|16.5%|182.0|32.9%|MIDDLE/HIGH|SCHOOL DISTRICT|60 WESTON ST|HUNTINGTON STATION|NY|11746.0|(40.8222, -73.4132)
580501|SUFFOLK|BAY SHORE UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|275.0|16.8%|357.0|21.8%|632.0|38.5%|DISTRICT TOTAL|SCHOOL DISTRICT|75 W PERKAL ST|BAY SHORE|NY|11706.0|(40.7332, -73.2534)
580501|SUFFOLK|BAY SHORE UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|134.0|13.1%|206.0|20.2%|340.0|33.3%|ELEMENTARY|SCHOOL DISTRICT|75 W PERKAL ST|BAY SHORE|NY|11706.0|(40.7332, -73.2534)
580501|SUFFOLK|BAY SHORE UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|99.0|17.7%|137.0|24.5%|236.0|42.2%|MIDDLE/HIGH|SCHOOL DISTRICT|75 W PERKAL ST|BAY SHORE|NY|11706.0|(40.7332, -73.2534)
580502|SUFFOLK|ISLIP UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|189.0|17.5%|208.0|19.3%|397.0|36.9%|DISTRICT TOTAL|SCHOOL DISTRICT|215 MAIN ST|ISLIP|NY|11751.0|(40.728, -73.2214)
580502|SUFFOLK|ISLIP UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|84.0|16.1%|110.0|21%|194.0|37.1%|ELEMENTARY|SCHOOL DISTRICT|215 MAIN ST|ISLIP|NY|11751.0|(40.728, -73.2214)
580502|SUFFOLK|ISLIP UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|105.0|19.2%|98.0|17.9%|203.0|37.2%|MIDDLE/HIGH|SCHOOL DISTRICT|215 MAIN ST|ISLIP|NY|11751.0|(40.728, -73.2214)
580503|SUFFOLK|EAST ISLIP UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|199.0|14.6%|207.0|15.2%|406.0|29.7%|DISTRICT TOTAL|SCHOOL DISTRICT|1 C B GARIEPY AVE|ISLIP TERRACE|NY|11752.0|(40.7447, -73.1842)
580503|SUFFOLK|EAST ISLIP UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|130.0|16.4%|111.0|14%|241.0|30.4%|ELEMENTARY|SCHOOL DISTRICT|1 C B GARIEPY AVE|ISLIP TERRACE|NY|11752.0|(40.7447, -73.1842)
580503|SUFFOLK|EAST ISLIP UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|69.0|12.1%|96.0|16.9%|165.0|29%|MIDDLE/HIGH|SCHOOL DISTRICT|1 C B GARIEPY AVE|ISLIP TERRACE|NY|11752.0|(40.7447, -73.1842)
580504|SUFFOLK|SAYVILLE UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|132.0|15.5%|101.0|11.9%|233.0|27.4%|DISTRICT TOTAL|SCHOOL DISTRICT|99 GREELEY AVE|SAYVILLE|NY|11782.0|(40.74, -73.0884)
580504|SUFFOLK|SAYVILLE UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|89.0|17%|63.0|12%|152.0|29.1%|ELEMENTARY|SCHOOL DISTRICT|99 GREELEY AVE|SAYVILLE|NY|11782.0|(40.74, -73.0884)
580504|SUFFOLK|SAYVILLE UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|43.0|13.3%|38.0|11.8%|81.0|25.1%|MIDDLE/HIGH|SCHOOL DISTRICT|99 GREELEY AVE|SAYVILLE|NY|11782.0|(40.74, -73.0884)
580505|SUFFOLK|BAYPORT BLUE PT U F SCH|NASSAU-SUFFOLK|2010-2012|137.0|16.2%|116.0|13.7%|253.0|29.8%|DISTRICT TOTAL|SCHOOL DISTRICT|189 ACADEMY ST|BAYPORT|NY|11705.0|(40.7416, -73.0562)
580505|SUFFOLK|BAYPORT BLUE PT U F SCH|NASSAU-SUFFOLK|2010-2012|76.0|16.6%|73.0|16%|149.0|32.6%|ELEMENTARY|SCHOOL DISTRICT|189 ACADEMY ST|BAYPORT|NY|11705.0|(40.7416, -73.0562)
580505|SUFFOLK|BAYPORT BLUE PT U F SCH|NASSAU-SUFFOLK|2010-2012|61.0|15.6%|43.0|11%|104.0|26.6%|MIDDLE/HIGH|SCHOOL DISTRICT|189 ACADEMY ST|BAYPORT|NY|11705.0|(40.7416, -73.0562)
580506|SUFFOLK|HAUPPAUGE UNION FREE SCHOOLS|NASSAU-SUFFOLK|2010-2012|153.0|14.2%|107.0|10%|260.0|24.2%|DISTRICT TOTAL|SCHOOL DISTRICT|495 HOFFMAN LN|HAUPPAUGE|NY|11788.0|(40.8239, -73.1865)
580506|SUFFOLK|HAUPPAUGE UNION FREE SCHOOLS|NASSAU-SUFFOLK|2010-2012|63.0|12.3%|58.0|11.3%|121.0|23.6%|ELEMENTARY|SCHOOL DISTRICT|495 HOFFMAN LN|HAUPPAUGE|NY|11788.0|(40.8239, -73.1865)
580506|SUFFOLK|HAUPPAUGE UNION FREE SCHOOLS|NASSAU-SUFFOLK|2010-2012|90.0|16%|49.0|8.7%|139.0|24.7%|MIDDLE/HIGH|SCHOOL DISTRICT|495 HOFFMAN LN|HAUPPAUGE|NY|11788.0|(40.8239, -73.1865)
580507|SUFFOLK|CONNETQUOT CENT SCH OF ISLIP|NASSAU-SUFFOLK|2010-2012|407.0|16.7%|379.0|15.5%|786.0|32.2%|DISTRICT TOTAL|SCHOOL DISTRICT|780 OCEAN AVE|BOHEMIA|NY|11716.0|(40.7602, -73.1179)
580507|SUFFOLK|CONNETQUOT CENT SCH OF ISLIP|NASSAU-SUFFOLK|2010-2012|229.0|16.6%|223.0|16.2%|452.0|32.8%|ELEMENTARY|SCHOOL DISTRICT|780 OCEAN AVE|BOHEMIA|NY|11716.0|(40.7602, -73.1179)
580507|SUFFOLK|CONNETQUOT CENT SCH OF ISLIP|NASSAU-SUFFOLK|2010-2012|178.0|16.7%|156.0|14.6%|334.0|31.4%|MIDDLE/HIGH|SCHOOL DISTRICT|780 OCEAN AVE|BOHEMIA|NY|11716.0|(40.7602, -73.1179)
580509|SUFFOLK|WEST ISLIP UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|224.0|15.3%|156.0|10.7%|380.0|26%|DISTRICT TOTAL|SCHOOL DISTRICT|100 SHERMAN AVE|WEST ISLIP|NY|11795.0|(40.7047, -73.3038)
580509|SUFFOLK|WEST ISLIP UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|130.0|15.7%|80.0|9.7%|210.0|25.4%|ELEMENTARY|SCHOOL DISTRICT|100 SHERMAN AVE|WEST ISLIP|NY|11795.0|(40.7047, -73.3038)
580509|SUFFOLK|WEST ISLIP UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|94.0|14.8%|76.0|11.9%|170.0|26.7%|MIDDLE/HIGH|SCHOOL DISTRICT|100 SHERMAN AVE|WEST ISLIP|NY|11795.0|(40.7047, -73.3038)
580512|SUFFOLK|BRENTWOOD UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|1216.0|20.1%|1785.0|29.5%|3001.0|49.7%|DISTRICT TOTAL|SCHOOL DISTRICT|52 3RD AVE|BRENTWOOD|NY|11717.0|(40.777, -73.2557)
580512|SUFFOLK|BRENTWOOD UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|823.0|20.5%|1294.0|32.3%|2117.0|52.9%|ELEMENTARY|SCHOOL DISTRICT|52 3RD AVE|BRENTWOOD|NY|11717.0|(40.777, -73.2557)
580512|SUFFOLK|BRENTWOOD UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|393.0|19.3%|491.0|24.1%|884.0|43.4%|MIDDLE/HIGH|SCHOOL DISTRICT|52 3RD AVE|BRENTWOOD|NY|11717.0|(40.777, -73.2557)
580513|SUFFOLK|CENTRAL ISLIP U F S|NASSAU-SUFFOLK|2010-2012|299.0|19%|458.0|29.1%|757.0|48.2%|DISTRICT TOTAL|SCHOOL DISTRICT|50 WHEELER RD|CENTRAL ISLIP|NY|11722.0|(40.7939, -73.2053)
580513|SUFFOLK|CENTRAL ISLIP U F S|NASSAU-SUFFOLK|2010-2012|203.0|19.6%|285.0|27.5%|488.0|47%|ELEMENTARY|SCHOOL DISTRICT|50 WHEELER RD|CENTRAL ISLIP|NY|11722.0|(40.7939, -73.2053)
580513|SUFFOLK|CENTRAL ISLIP U F S|NASSAU-SUFFOLK|2010-2012|96.0|18%|173.0|32.4%|269.0|50.4%|MIDDLE/HIGH|SCHOOL DISTRICT|50 WHEELER RD|CENTRAL ISLIP|NY|11722.0|(40.7939, -73.2053)
580514|SUFFOLK|FIRE ISLAND UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|||||||DISTRICT TOTAL|SCHOOL DISTRICT|99 MAPLE ST|BAY SHORE|NY|11706.0|(40.7159, -73.2419)
580514|SUFFOLK|FIRE ISLAND UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|||||||ELEMENTARY|SCHOOL DISTRICT|99 MAPLE ST|BAY SHORE|NY|11706.0|(40.7159, -73.2419)
580514|SUFFOLK|FIRE ISLAND UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|||||||MIDDLE/HIGH|SCHOOL DISTRICT|99 MAPLE ST|BAY SHORE|NY|11706.0|(40.7159, -73.2419)
580601|SUFFOLK|SHOREHAM-WADING RIVER CENT SCH|NASSAU-SUFFOLK|2010-2012|139.0|15.1%|96.0|10.4%|235.0|25.5%|DISTRICT TOTAL|SCHOOL DISTRICT|250B RT 25A|SHOREHAM|NY|11786.0|(40.9451, -72.8829)
580601|SUFFOLK|SHOREHAM-WADING RIVER CENT SCH|NASSAU-SUFFOLK|2010-2012|71.0|12.5%|76.0|13.4%|147.0|25.9%|ELEMENTARY|SCHOOL DISTRICT|250B RT 25A|SHOREHAM|NY|11786.0|(40.9451, -72.8829)
580601|SUFFOLK|SHOREHAM-WADING RIVER CENT SCH|NASSAU-SUFFOLK|2010-2012|74.0|19.9%|34.0|9.1%|108.0|29%|MIDDLE/HIGH|SCHOOL DISTRICT|250B RT 25A|SHOREHAM|NY|11786.0|(40.9451, -72.8829)
580602|SUFFOLK|RIVERHEAD CENTRAL SCHOOL|NASSAU-SUFFOLK|2010-2012|179.0|14.1%|315.0|24.7%|494.0|38.8%|DISTRICT TOTAL|SCHOOL DISTRICT|700 OSBORN AVE|RIVERHEAD|NY|11901.0|(40.9253, -72.6755)
580602|SUFFOLK|RIVERHEAD CENTRAL SCHOOL|NASSAU-SUFFOLK|2010-2012|137.0|14.3%|243.0|25.4%|380.0|39.7%|ELEMENTARY|SCHOOL DISTRICT|700 OSBORN AVE|RIVERHEAD|NY|11901.0|(40.9253, -72.6755)
580602|SUFFOLK|RIVERHEAD CENTRAL SCHOOL|NASSAU-SUFFOLK|2010-2012|42.0|13.5%|72.0|23.1%|114.0|36.5%|MIDDLE/HIGH|SCHOOL DISTRICT|700 OSBORN AVE|RIVERHEAD|NY|11901.0|(40.9253, -72.6755)
580701|SUFFOLK|SHELTER ISLAND U F S|NASSAU-SUFFOLK|2010-2012|18.0|19.4%|8.0|8.6%|26.0|28%|DISTRICT TOTAL|SCHOOL DISTRICT|33 N FERRY RD|SHELTER ISLAND|NY|11964.0|(41.0682, -72.339)
580701|SUFFOLK|SHELTER ISLAND U F S|NASSAU-SUFFOLK|2010-2012|5.0|12.5%|6.0|15%|11.0|27.5%|ELEMENTARY|SCHOOL DISTRICT|33 N FERRY RD|SHELTER ISLAND|NY|11964.0|(41.0682, -72.339)
580701|SUFFOLK|SHELTER ISLAND U F S|NASSAU-SUFFOLK|2010-2012|6.0|15%|||6.0|15%|MIDDLE/HIGH|SCHOOL DISTRICT|33 N FERRY RD|SHELTER ISLAND|NY|11964.0|(41.0682, -72.339)
580801|SUFFOLK|SMITHTOWN CENTRAL SCHOOL DISTRICT|NASSAU-SUFFOLK|2010-2012|380.0|13.4%|340.0|12%|720.0|25.5%|DISTRICT TOTAL|SCHOOL DISTRICT|26 NEW YORK AVE|SMITHTOWN|NY|11787.0|(40.8544, -73.1996)
580801|SUFFOLK|SMITHTOWN CENTRAL SCHOOL DISTRICT|NASSAU-SUFFOLK|2010-2012|224.0|12.8%|184.0|10.6%|408.0|23.4%|ELEMENTARY|SCHOOL DISTRICT|26 NEW YORK AVE|SMITHTOWN|NY|11787.0|(40.8544, -73.1996)
580801|SUFFOLK|SMITHTOWN CENTRAL SCHOOL DISTRICT|NASSAU-SUFFOLK|2010-2012|152.0|14.1%|98.0|9.1%|250.0|23.1%|MIDDLE/HIGH|SCHOOL DISTRICT|26 NEW YORK AVE|SMITHTOWN|NY|11787.0|(40.8544, -73.1996)
580805|SUFFOLK|KINGS PARK CENTRAL SCHOOL|NASSAU-SUFFOLK|2010-2012|221.0|16%|200.0|14.5%|421.0|30.5%|DISTRICT TOTAL|SCHOOL DISTRICT|180 LAWRENCE RD-RM 208|KINGS PARK|NY|11754.0|(40.8886, -73.241)
580805|SUFFOLK|KINGS PARK CENTRAL SCHOOL|NASSAU-SUFFOLK|2010-2012|116.0|15.3%|111.0|14.7%|227.0|30%|ELEMENTARY|SCHOOL DISTRICT|180 LAWRENCE RD-RM 208|KINGS PARK|NY|11754.0|(40.8886, -73.241)
580805|SUFFOLK|KINGS PARK CENTRAL SCHOOL|NASSAU-SUFFOLK|2010-2012|105.0|16.8%|89.0|14.2%|194.0|31%|MIDDLE/HIGH|SCHOOL DISTRICT|180 LAWRENCE RD-RM 208|KINGS PARK|NY|11754.0|(40.8886, -73.241)
580901|SUFFOLK|REMSENBURG SPEONK U F S|NASSAU-SUFFOLK|2010-2012|7.0|10.3%|6.0|8.8%|13.0|19.1%|DISTRICT TOTAL|SCHOOL DISTRICT|11 MILL RD|REMSENBURG|NY|11960.0|(40.8147, -72.6944)
580901|SUFFOLK|REMSENBURG SPEONK U F S|NASSAU-SUFFOLK|2010-2012|7.0|10.3%|6.0|8.8%|13.0|19.1%|ELEMENTARY|SCHOOL DISTRICT|11 MILL RD|REMSENBURG|NY|11960.0|(40.8147, -72.6944)
580901|SUFFOLK|REMSENBURG SPEONK U F S|NASSAU-SUFFOLK|2010-2012|||||||MIDDLE/HIGH|SCHOOL DISTRICT|11 MILL RD|REMSENBURG|NY|11960.0|(40.8147, -72.6944)
580902|SUFFOLK|WESTHAMPTON BEACH U F S|NASSAU-SUFFOLK|2010-2012|106.0|19.7%|68.0|12.6%|174.0|32.3%|DISTRICT TOTAL|SCHOOL DISTRICT|340 MILL RD|WESTHAMPTON BEACH|NY|11978.0|(40.8174, -72.6514)
580902|SUFFOLK|WESTHAMPTON BEACH U F S|NASSAU-SUFFOLK|2010-2012|31.0|17.5%|22.0|12.4%|53.0|29.9%|ELEMENTARY|SCHOOL DISTRICT|340 MILL RD|WESTHAMPTON BEACH|NY|11978.0|(40.8174, -72.6514)
580902|SUFFOLK|WESTHAMPTON BEACH U F S|NASSAU-SUFFOLK|2010-2012|75.0|21.1%|46.0|12.9%|121.0|34%|MIDDLE/HIGH|SCHOOL DISTRICT|340 MILL RD|WESTHAMPTON BEACH|NY|11978.0|(40.8174, -72.6514)
580903|SUFFOLK|QUOGUE UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|6.0|11.3%|||6.0|11.3%|DISTRICT TOTAL|SCHOOL DISTRICT|10 EDGEWOOD RD|QUOGUE|NY|11959.0|(40.821, -72.6054)
580903|SUFFOLK|QUOGUE UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|6.0|11.3%|||6.0|11.3%|ELEMENTARY|SCHOOL DISTRICT|10 EDGEWOOD RD|QUOGUE|NY|11959.0|(40.821, -72.6054)
580903|SUFFOLK|QUOGUE UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|||||||MIDDLE/HIGH|SCHOOL DISTRICT|10 EDGEWOOD RD|QUOGUE|NY|11959.0|(40.821, -72.6054)
580905|SUFFOLK|HAMPTON BAYS UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|105.0|15.3%|140.0|20.4%|245.0|35.7%|DISTRICT TOTAL|SCHOOL DISTRICT|86 E ARGONNE RD|HAMPTON BAYS|NY|11946.0|(40.8756, -72.5094)
580905|SUFFOLK|HAMPTON BAYS UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|69.0|16.3%|96.0|22.6%|165.0|38.9%|ELEMENTARY|SCHOOL DISTRICT|86 E ARGONNE RD|HAMPTON BAYS|NY|11946.0|(40.8756, -72.5094)
580905|SUFFOLK|HAMPTON BAYS UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|36.0|13.4%|44.0|16.4%|80.0|29.7%|MIDDLE/HIGH|SCHOOL DISTRICT|86 E ARGONNE RD|HAMPTON BAYS|NY|11946.0|(40.8756, -72.5094)
580906|SUFFOLK|SOUTHAMPTON UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|88.0|17.3%|75.0|14.7%|163.0|32%|DISTRICT TOTAL|SCHOOL DISTRICT|70 LELAND LN|SOUTHAMPTON|NY|11968.0|(40.8904, -72.3795)
580906|SUFFOLK|SOUTHAMPTON UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|71.0|17.6%|54.0|13.4%|125.0|31%|ELEMENTARY|SCHOOL DISTRICT|70 LELAND LN|SOUTHAMPTON|NY|11968.0|(40.8904, -72.3795)
580906|SUFFOLK|SOUTHAMPTON UNION FREE SCHOOL|NASSAU-SUFFOLK|2010-2012|17.0|14.9%|21.0|18.4%|38.0|33.3%|MIDDLE/HIGH|SCHOOL DISTRICT|70 LELAND LN|SOUTHAMPTON|NY|11968.0|(40.8904, -72.3795)
580909|SUFFOLK|BRIDGEHAMPTON U F S|NASSAU-SUFFOLK|2010-2012|7.0|12.7%|15.0|27.3%|22.0|40%|DISTRICT TOTAL|SCHOOL DISTRICT|2685 MONTAUK HWY|BRIDGEHAMPTON|NY|11932.0|(40.9389, -72.2954)
580909|SUFFOLK|BRIDGEHAMPTON U F S|NASSAU-SUFFOLK|2010-2012|||14.0|41.2%|14.0|41.2%|ELEMENTARY|SCHOOL DISTRICT|2685 MONTAUK HWY|BRIDGEHAMPTON|NY|11932.0|(40.9389, -72.2954)
580909|SUFFOLK|BRIDGEHAMPTON U F S|NASSAU-SUFFOLK|2010-2012|5.0|27.8%|||5.0|27.8%|MIDDLE/HIGH|SCHOOL DISTRICT|2685 MONTAUK HWY|BRIDGEHAMPTON|NY|11932.0|(40.9389, -72.2954)
580910|SUFFOLK|SAGAPONACK COMMON SCHOOL|NASSAU-SUFFOLK|2010-2012|||||||DISTRICT TOTAL|SCHOOL DISTRICT|400 MAIN ST|SAGAPONACK|NY|11962.0|(40.9894, -72.3009)
580910|SUFFOLK|SAGAPONACK COMMON SCHOOL|NASSAU-SUFFOLK|2010-2012|||||||ELEMENTARY|SCHOOL DISTRICT|400 MAIN ST|SAGAPONACK|NY|11962.0|(40.9894, -72.3009)
